1477010443000000	0.312243	0.58034	0	0	0	0
1477010443050000	0.312243	0.58034	0	0	0	0
1477010443100000	1.15658	0.483257	0.767581	1.79517e-16	-1.73472e-17	0.670986
1477010443150000	1.15658	0.483257	0.767581	1.79517e-16	-1.73472e-17	0.670986
1477010443200000	1.58109	0.555801	3.64465	0.0983273	0.296116	1.77065
1477010443250000	1.58109	0.555801	3.64465	0.0983273	0.296116	1.77065
1477010443300000	2.12303	0.634334	4.95173	0.210346	0.510336	1.11816
1477010443350000	2.12303	0.634334	4.95173	0.210346	0.510336	1.11816
1477010443400000	2.60686	0.665914	5.40272	0.111748	0.165681	0.387267
1477010443450000	2.60686	0.665914	5.40272	0.111748	0.165681	0.387267
1477010443500000	3.04709	0.654978	5.16854	0.0423715	-0.0336986	0.204122
1477010443550000	3.04709	0.654978	5.16854	0.0423715	-0.0336986	0.204122
1477010443600000	3.7458	0.397566	5.7668	-0.304105	-0.884743	3.69543
1477010443650000	3.7458	0.397566	5.7668	-0.304105	-0.884743	3.69543
1477010443700000	4.30719	0.475921	5.74312	-0.0977271	-0.126527	1.69939
1477010443750000	4.30719	0.475921	5.74312	-0.0977271	-0.126527	1.69939
1477010443800000	4.63702	0.74174	5.04321	0.187258	0.581319	9.8822
1477010443850000	4.63702	0.74174	5.04321	0.187258	0.581319	9.8822
1477010443900000	5.29492	0.71053	5.43391	0.104183	0.255406	4.51753
1477010443950000	5.29492	0.71053	5.43391	0.104183	0.255406	4.51753
1477010444000000	5.90595	0.726146	5.58457	0.0829547	0.157007	1.05801
1477010444050000	5.90595	0.726146	5.58457	0.0829547	0.157007	1.05801
1477010444100000	6.40946	0.885933	5.51732	0.188076	0.319785	0.820307
1477010444150000	6.40946	0.885933	5.51732	0.188076	0.319785	0.820307
1477010444200000	6.90045	0.838705	5.41596	0.111746	0.144732	2.42453
1477010444250000	6.90045	0.838705	5.41596	0.111746	0.144732	2.42453
1477010444300000	7.33891	0.942279	5.28706	0.159241	0.195973	2.70159
1477010444350000	7.33891	0.942279	5.28706	0.159241	0.195973	2.70159
1477010444400000	7.85228	0.872056	5.24847	0.0833059	0.064681	2.22783
1477010444450000	7.85228	0.872056	5.24847	0.0833059	0.064681	2.22783
1477010444500000	8.34057	0.882884	5.20323	0.0722959	0.0425387	0.661042
1477010444550000	8.34057	0.882884	5.20323	0.0722959	0.0425387	0.661042
1477010444600000	8.82644	0.982697	5.17669	0.110639	0.0831346	0.77073
1477010444650000	8.82644	0.982697	5.17669	0.110639	0.0831346	0.77073
1477010444700000	9.31884	1.0467	5.15572	0.122351	0.0869264	0.235099
1477010444750000	9.31884	1.0467	5.15572	0.122351	0.0869264	0.235099
1477010444800000	9.87336	1.24855	5.2171	0.193798	0.153051	4.63785
1477010444850000	9.87336	1.24855	5.2171	0.193798	0.153051	4.63785
1477010444900000	10.3514	1.39901	5.19364	0.231595	0.175636	0.893877
1477010444950000	10.3514	1.39901	5.19364	0.231595	0.175636	0.893877
1477010445000000	10.8308	1.49898	5.16877	0.240668	0.167696	0.69156
1477010445050000	10.8308	1.49898	5.16877	0.240668	0.167696	0.69156
1477010445100000	11.3835	1.61388	5.21035	0.248885	0.159489	2.31388
